# build=c162833edc6059a2e5122e3a8e8dfb0a46a3e9f3 driver=Tries/response-curve-matrix/model/harness/drive.py cell=D-L scale=coarse date=2026-09-07 push_driver=sp-loadcontrol
# ONE ELEMENT, ONE GAUSS POINT, EVERY COMMITTED STEP.  Element tag 4047 (index 4046, material tag 1) at centroid (+1.2500, +0.2500, -0.2500) m; Gauss point 5 of 8, ONE-BASED, natural (+0.577350, -0.577350, -0.577350), physical (+1.1057, +0.1057, -0.1057) m
# how it was chosen: top element row (max centroid z), first centroid outboard of the measured footprint x_max, smallest y; Gauss point nearest small x, small y, large z.  S8g: the band is one element wide in the row that owns the free surface and its peak sits at the first element wholly outside the loaded region
# the point number is `count = 4i + 2j + k + 1` over the 2x2x2 loop of LadrunoBrick.cpp:667 with sg = -+1/sqrt(3) (LadrunoBrick.cpp:86-87), and the physical position is the trilinear map of the connectivity S0 handed to `ops.element` unpermuted, with shp3d's node corners (SRC/element/brick/shp3d.cpp:50-103).  It is COMPUTED, not assumed: apeGmsh's hex order puts nodes 0-3 on the x_min face, so the natural axes do not line up with x, y, z
# sig*/eps* are the COMMITTED 6-vectors at that Gauss point, read through `eleResponse(tag, 'material', N, 'stress'|'strain')` — `LadrunoBrick::setResponse`'s `material` branch forwards to the point's own `ManzariDafalias::setResponse`, so this is a PER-GAUSS-POINT read and NOT an element average (the element's own `stress` response returns all 8 points, 48 numbers, and is not an average either)
# THE ERROR SPLIT IS RECONSTRUCTED HERE, NOT EXPOSED BY THE MATERIAL.  `implexDetail` carries only the three RATIOS: implex_err = ||sigma~ - sigma_impl|| / den, implex_err_dev and implex_err_vol the two legs of the exact identity ||d_sigma||^2 = ||d_dev||^2 + 3(dp)^2 over the same den.  There is no slot for the numerator, for den, or for sigma~ beside sigma_impl (confirmed by the ADR 92 author, 2026-09-07).  den = ||sigma_impl||_contr + P_atm*||eps||_contr in the DOUBLED-SHEAR contravariant norm on BOTH terms (LadrunoSANISAND.cpp:1533-1555), with eps the NEW committed strain measured after the base commit (:2014) — which is exactly the sig*/eps* on this row.  So numerator = implex_err * den, offline and exact
# P_atm and p_min AS USED are in run.json's `declared.material_as_used`; nothing here retypes them
# columns absent on this build are NaN and are never inferred; available at S4: detail, refusals, stress, strain
step,s_over_B,implex_err,implex_err_dev,implex_err_vol,clamp_fired,clamp_count,implex_f,ref_total,ref_sign_change,ref_control,ref_companion,sig11,sig22,sig33,sig12,sig23,sig13,eps11,eps22,eps33,eps12,eps23,eps13
35,0.00106666667,0.000345674476803,0.000332394709226,9.48925771165e-05,0,0,1,316,0,316,0,-11.1989509594,-9.42461531515,-23.3414515452,-0.0141950708927,-0.104289828916,4.55430609272,0.000187896873217,0.000129422121649,-0.000487499002858,-1.46435200726e-07,-1.19672567487e-05,0.00198481836537
36,0.0011,0.000338116064852,0.000325582176466,9.12070155108e-05,0,0,1,316,0,316,0,-11.3801565795,-9.52337923484,-23.6549673697,-0.0132593965945,-0.105700905101,4.74036268899,0.000192359458264,0.000133427498912,-0.000497860584351,7.90081424829e-08,-1.22675350631e-05,0.00204721982636
37,0.00113333333,0.000333322029422,0.000321636051655,8.74861450418e-05,0,0,1,316,0,316,0,-11.5606941642,-9.62122411326,-23.9658694336,-0.0126982130045,-0.107389285108,4.92591575416,0.000196745094329,0.000137423142778,-0.000508083265226,3.04047429934e-07,-1.25631213331e-05,0.00210949017963
38,0.00116666667,0.000322845565157,0.000311612220437,8.44220528991e-05,0,0,1,368,0,368,0,-11.7405614679,-9.71830684935,-24.2743354152,-0.011778901849,-0.108770371323,5.11103074713,0.000201057503337,0.000141411053438,-0.000518175299868,5.26888423597e-07,-1.28558275683e-05,0.00217162385302
39,0.0012,0.000324167081603,0.000313970460765,8.06650268829e-05,0,0,1,368,0,368,0,-11.9197478684,-9.81450041706,-24.5802320711,-0.0110629951895,-0.110290988285,5.29564928144,0.000205294442477,0.000145391305391,-0.000528134694167,7.466505934e-07,-1.31457151569e-05,0.00223361928244
40,0.00123333333,0.000317918395108,0.000308232556901,7.78768053688e-05,0,0,1,368,0,368,0,-12.0985234997,-9.9100837246,-24.8841892972,-0.010275820712,-0.111739196595,5.47990701061,0.000209456695445,0.00014936754211,-0.000537971726189,9.66591329819e-07,-1.34315583196e-05,0.00229547514161
41,0.00126666667,0.000317571348259,0.000308764381022,7.42705745699e-05,0,0,1,368,0,368,0,-12.2766952666,-10.0048820782,-25.1857863021,-0.00951357999442,-0.113184871284,5.6637162706,0.000213543380073,0.000153338086556,-0.000547681821093,1.18637368232e-06,-1.37125029301e-05,0.00235719145792
42,0.0013,0.000304749250884,0.000296096784417,7.21027057197e-05,0,0,1,368,0,368,0,-12.4544900998,-10.0990860093,-25.4855453837,-0.00875914795956,-0.114623137583,5.84718560581,0.000217556855454,0.000157306059089,-0.000557275109274,1.40690537887e-06,-1.39892254831e-05,0.00241877141963
43,0.00133333333,0.000294746393801,0.000286383849714,6.97117442186e-05,0,0,1,368,0,368,0,-12.6318315618,-10.1926358018,-25.7833253129,-0.00800526543192,-0.116048843719,6.03029645089,0.000221498724433,0.000161271578163,-0.000566753074337,1.62795724839e-06,-1.42624495185e-05,0.0024802187279
44,0.00136666667,0.000276263587494,0.000267775238456,6.7955805088e-05,0,0,1,412,0,412,0,-12.8087302457,-10.2855320329,-26.0792090794,-0.00735512203488,-0.117550780534,6.2130657464,0.00022537340942,0.00016523568714,-0.000576122290089,1.8500952321e-06,-1.45328335646e-05,0.00254153939534
45,0.0014,0.000278373556776,0.00027060767823,6.52941160813e-05,0,0,1,412,0,412,0,-12.9851884068,-10.3778291191,-26.3731656437,-0.00646652027113,-0.118839871993,6.39552189743,0.000229178804473,0.000169196778026,-0.000585380066037,2.07406558022e-06,-1.47977830565e-05,0.00260273720402
46,0.00143333333,0.000261573864663,0.000253739422893,6.35389010344e-05,0,0,1,412,0,412,0,-13.1612592412,-10.4694622193,-26.6653051311,-0.00598321661979,-0.120455816565,6.57765054055,0.000232918826974,0.000173154984961,-0.000594531549974,2.29978041472e-06,-1.50599194471e-05,0.00266382023816
47,0.00146666667,0.000257637051508,0.000250198818508,6.14605688804e-05,0,0,1,412,0,412,0,-13.3370204786,-10.5606247379,-26.9558216888,-0.00519588829055,-0.121811390316,6.75955665717,0.000236593337295,0.000177108856797,-0.00060357772884,2.52863037035e-06,-1.53169172955e-05,0.00272479504277
48,0.0015,0.000250964644381,0.000243787122504,5.95910364975e-05,0,0,1,412,0,412,0,-13.5124267256,-10.651264223,-27.2446303105,-0.00417824414372,-0.12297297594,6.94121743749,0.000240203133215,0.000181058451151,-0.000612519439382,2.76032869557e-06,-1.5570450667e-05,0.00278566484309
49,0.00153333333,0.000244501347481,0.000237566111464,5.78208578617e-05,0,0,1,412,0,412,0,-13.6875886238,-10.7413598138,-27.5318898426,-0.00356629201825,-0.12446255304,7.12263681028,0.000243749900165,0.000185002115782,-0.000621358341312,2.99461085885e-06,-1.58206025894e-05,0.00284643557705
50,0.00156666667,0.000233564000021,0.000226621325284,5.65235971289e-05,0,0,1,448,0,448,0,-13.8624861423,-10.8310211026,-27.8176720252,-0.00270741067617,-0.125749464963,7.30387339133,0.000247236246473,0.000188940452879,-0.000630098803256,3.2334492515e-06,-1.60671315498e-05,0.0029071097244
51,0.0016,0.000227282216995,0.000220613025421,5.46543610057e-05,0,0,1,448,0,448,0,-14.03713125,-10.9202027878,-28.1019808701,-0.00191772539397,-0.127096593796,7.4849085877,0.000250662764437,0.000192874280137,-0.000638742783369,3.4767163983e-06,-1.63109489694e-05,0.00296768981234
52,0.00163333333,0.000230218345945,0.000224105567708,5.26989689814e-05,0,0,1,448,0,448,0,-14.2115554774,-11.0089133976,-28.3848578036,-0.00130247570684,-0.128583576347,7.66573789896,0.000254029429352,0.00019680189499,-0.000647289540928,3.72283537166e-06,-1.65516842495e-05,0.00302817209761
53,0.00166666667,0.000218361633323,0.00021216686615,5.16432359119e-05,0,0,1,448,0,448,0,-14.3857349292,-11.0972317235,-28.6663631341,-0.000390194108626,-0.129827930683,7.84640679014,0.000257339515295,0.000200723710727,-0.000655743655895,3.9738146697e-06,-1.67892067913e-05,0.00308856047171
54,0.0017,0.000219359866896,0.000213601362674,4.99320445049e-05,0,0,1,448,0,448,0,-14.5598139237,-11.1852054944,-28.946722283,0.000463763516854,-0.131121535797,8.02694835901,0.000260592400265,0.000204639697239,-0.000664106641979,4.22799508291e-06,-1.70243915374e-05,0.00314885344063
55,0.00173333333,0.000217215423978,0.000211852501169,4.79693460711e-05,0,0,1,448,0,448,0,-14.733794831,-11.2728181253,-29.2259629474,0.00108008446297,-0.132614274433,8.2073472946,0.000263789069018,0.00020854994425,-0.000672380261554,4.48662583395e-06,-1.72560387561e-05,0.00320904889157
56,0.00176666667,0.000209118264358,0.000203745901801,4.70962417567e-05,0,0,1,492,0,492,0,-14.9076120285,-11.3601117489,-29.504040391,0.00200174602728,-0.133858053322,8.38762600501,0.000266931563336,0.000212455369149,-0.000680567595924,4.74964823247e-06,-1.74853044053e-05,0.00326914776153
57,0.0018,0.000208694999981,0.000203663597759,4.55493355014e-05,0,0,1,492,0,492,0,-15.0813544897,-11.44710834,-29.7811273735,0.00285785180496,-0.135158324358,8.56779327052,0.000270021689048,0.000216355479806,-0.000688671542991,5.01411943698e-06,-1.77138586678e-05,0.00332914388667
58,0.00183333333,0.000201135660335,0.000196149906581,4.4505819919e-05,0,0,1,492,0,492,0,-15.255007635,-11.5337410972,-30.0571619454,0.00337173583419,-0.1367470445,8.74782216496,0.000273060534251,0.000220250135219,-0.000696692922969,5.28172904371e-06,-1.79400239405e-05,0.00338904325451
59,0.00186666667,0.00020404281379,0.000199524973433,4.26995882419e-05,0,0,1,492,0,492,0,-15.4285144396,-11.6201575787,-30.3321755061,0.00452643193088,-0.137795722866,8.9277751754,0.000276048405008,0.000224140327167,-0.000704634069969,5.55215455661e-06,-1.81633464281e-05,0.00344883999511
60,0.0019,0.000196294035036,0.000191752042249,4.19821686425e-05,0,0,1,492,0,492,0,-15.6020326092,-11.7063064125,-30.6063628482,0.00539234064348,-0.139085564553,9.10764921255,0.000278986561523,0.000228024918782,-0.00071249651917,5.82305298645e-06,-1.8385557443e-05,0.00350853895685
61,0.00193333333,0.000193328901407,0.000189057220279,4.04157343096e-05,0,0,1,492,0,492,0,-15.7755556689,-11.7922229848,-30.8797604484,0.00615500240186,-0.140456735293,9.28746128637,0.000281875707711,0.000231904340066,-0.00072028214997,6.09501402245e-06,-1.86051442877e-05,0.00356813951076
62,0.00196666667,0.000190893562079,0.000186744995427,3.95810399863e-05,0,0,1,500,0,500,0,-15.9490118473,-11.8778762488,-31.1522546446,0.00693999174765,-0.141805008606,9.46718524985,0.000284716825382,0.000235779034859,-0.00072799193205,6.36738613526e-06,-1.88228295759e-05,0.00362763924675
63,0.002,0.000179578082025,0.000175323636752,3.88575596216e-05,0,0,1,500,0,500,0,-16.1223822685,-11.9633054103,-31.4238943767,0.00797166999498,-0.142940216533,9.64684859895,0.000287513347188,0.000239649736993,-0.000735630585419,6.63939149292e-06,-1.90393327283e-05,0.00368704230754
64,0.00203333333,0.000182781203463,0.000178900859603,3.74626583775e-05,0,0,1,500,0,500,0,-16.2957352543,-12.0484402716,-31.6946720807,0.00865233964025,-0.144369242288,9.82642005126,0.000290262967899,0.000243514656921,-0.000743194450034,6.91055833825e-06,-1.92551663784e-05,0.00374635088506
65,0.00206666667,0.000174932082219,0.000170991991894,3.69184519944e-05,0,0,1,500,0,500,0,-16.4690663745,-12.1333772943,-31.9646811563,0.0094535877977,-0.145684013701,10.0059564903,0.000292968218787,0.000247373770064,-0.000750686945555,7.1800983849e-06,-1.94691665338e-05,0.00380556811006
66,0.0021,0.000174019556511,0.000170316217294,3.57098330289e-05,0,0,1,500,0,500,0,-16.6423763341,-12.218110489,-32.233909901,0.0103760461121,-0.146886764143,10.1854542726,0.000295628518358,0.000251227645777,-0.000758108411512,7.4489990767e-06,-1.96807262661e-05,0.0038646940172
67,0.00213333333,0.000160025121863,0.000155994195633,3.56910430786e-05,0,0,1,500,0,500,0,-16.815631245,-12.302628874,-32.5023434373,0.0114321543205,-0.147976556269,10.3649157421,0.000298247990765,0.000255075481301,-0.000765462067223,7.71757256579e-06,-1.98918281163e-05,0.00392373652143
68,0.0022,0.000254027195065,0.000225946379599,0.000116095001523,0,0,2,500,0,500,0,-17.1640987245,-12.4726591319,-33.0419405183,0.0127972440917,-0.150800246236,10.7252569606,0.000303440117394,0.00026276257264,-0.00078008793329,8.25157966867e-06,-2.03134567656e-05,0.00404171686111
69,0.00226666667,0.00032642801521,0.000289854722226,0.000150131572687,0,0,1,500,0,500,0,-17.5130144632,-12.6424948832,-33.5806103026,0.0147831254129,-0.153086470218,11.0863282125,0.000308567936528,0.000270434419369,-0.000794561083356,8.78497976116e-06,-2.07305779917e-05,0.00415952442852
70,0.00233333333,0.000398277349757,0.00037355813395,0.000138127361118,0,0,1,500,0,500,0,-17.8598073655,-12.8099933447,-34.1130619233,0.0163329511205,-0.155693025094,11.4463407021,0.0003136046241,0.000278081902781,-0.000808814681198,9.31450057428e-06,-2.11404119168e-05,0.00427709305955
71,0.0024,0.000480069544463,0.000463243161458,0.000125986272599,0,0,1,500,0,500,0,-18.2043756009,-12.9751913191,-34.6389112159,0.0180983203446,-0.158064648705,11.8051001201,0.000318523323216,0.000285698342952,-0.000822818185785,9.84313646745e-06,-2.15402946608e-05,0.00439437438
72,0.00246666667,0.000550939945911,0.000538908345199,0.000114510346585,0,0,1,500,0,500,0,-18.5482107727,-13.1391245804,-35.1607720324,0.0196899109656,-0.160545423263,12.1633188411,0.000323302344586,0.000293281348964,-0.000836569345074,1.0368920284e-05,-2.19315388845e-05,0.00451133556727
73,0.00253333333,0.000600811793341,0.000591629434952,0.000104639489279,0,0,1,500,0,500,0,-18.8925861325,-13.3027683703,-35.680964498,0.0213323073607,-0.162949325118,12.5217080022,0.000327927187678,0.000300830823109,-0.000850072468499,1.0890661602e-05,-2.23141609871e-05,0.00462795137717
74,0.0026,0.000632870579586,0.000625482031952,9.64230170193e-05,0,0,1,784,0,784,0,-19.2379641554,-13.4664251718,-36.2002224382,0.0229731178586,-0.165323087843,12.8804910694,0.00033238569777,0.000308346839817,-0.000863323203239,1.14076474763e-05,-2.26881728954e-05,0.00474420409883
75,0.00266666667,0.000653256780487,0.000647118729204,8.93407609414e-05,0,0,1,784,0,784,0,-19.5844192165,-13.6301111392,-36.7186151776,0.0246269867805,-0.167657151384,13.2396737329,0.00033666729927,0.000315835855295,-0.000876320265788,1.19229042013e-05,-2.30515661718e-05,0.00486007386595
76,0.00273333333,0.000657958200608,0.000652621500715,8.36311577774e-05,0,0,1,784,0,784,0,-19.9317736782,-13.7936696022,-37.2357560189,0.0262569187147,-0.169984389326,13.5991216605,0.000340766289441,0.000323300825505,-0.00088906046006,1.24356547171e-05,-2.34057430811e-05,0.00497555222434
