# build=c162833edc6059a2e5122e3a8e8dfb0a46a3e9f3 driver=Tries/response-curve-matrix/model/harness/drive.py cell=D-L scale=coarse date=2026-09-07 k=1.000000e-02 rate=None path=static
# push driver: sp-loadcontrol — the fork's own idiom (`Ladruno_files/testbed/hypo_bearing/bearing_backbone.py`, `sanisand_tau0_band.py`): `loadConst -time uz0` at the S4 settlement datum, a `Linear` series, `sp <platen node> 3 1.0`, and `integrator LoadControl -ds` a step on the SP platen.  PSEUDO-TIME IS THE SETTLEMENT, so `ops_Dt` is d(s) — positive, monotone, and smaller under subdivision rather than turned round — which is the clock ADR 92 D2's default `-implexDt pseudo` is correct on, and which leaves the D2 sign-change guard live as a limit-point detector.
# `time` on this curve is PSEUDO-TIME AND PSEUDO-TIME IS THE SETTLEMENT: it is a metre, it starts at the S4 datum uz0 and it walks down by ds a step, so s_m = uz0 - time exactly.  It is NOT a load factor and NOT a second.  `Q_check_kN` is the summed PLATEN reaction, not `getTime()`; `Q_kN` is the base-reaction difference and is unchanged in meaning from every other leg
# integrator: newton   ladder=strict   element=LadrunoBrick   rungs=Newton:25:x1.0|NewtonLineSearch:40:x1.0   `relaxed` is the index of the rung that carried the step
# tangent: TanType 2 -- 2 = mCep_Consistent, the CONSISTENT (algorithmic) tangent -- unsymmetric under non-associated flow, which is why `system Pardiso` at its default unsymmetric mtype 11 is the declared solver
# test: NormUnbalance declared 1e-05, absolute 5.997400e-02 -- RELATIVE to the model's own weight: 1e-05 x W_ref = 5.997400e-02 kN, with W_ref = 5997.4000 kN (gamma' * V on the ndf-3 twin + surcharge 700.0000 kN).  The same relative number is the same physical requirement on every mesh of the refinement sequence, which is the whole reason it is declared this way (ADR 90 section 1.2.2)
# stress update: IMPL-EX (`-implex` -implexControl 0.1 0.01 -maxSubsteps 20000).  Every global iteration sees a LINEAR EXTRAPOLATION from the last committed step; the true substepped return runs ONCE, at commitState, and the committed state is always the implicit one.  dt source: `pseudo` (the fork's default, ADR 92 D2)
# READ THIS BEFORE QUOTING A LIMIT POINT off this curve: it satisfies equilibrium with the EXTRAPOLATED stress, not the implicit one, so a peak, plateau or capacity here IS NOT EVIDENCE ON ITS OWN.  Confirm it on the implicit material, over the OVERLAP ONLY (two arms disagreeing past where the implicit run reaches proves nothing either way), and quote `implex_err_max` beside the verdict.  IMPL-EX is a REGULARIZER whose parameter is the STEP SIZE and which carries NO LENGTH, so no band width and no post-peak branch off this curve is mesh-independent (guide sect. 8 and What it does not do)
# implex_err_max = max |implexError| over EVERY SANISAND Gauss point at that row's commit -- a true max, not a sample, because the point about to be wrong is the one under the footing edge
# residual pressure: -Presidual 1.01 kPa on EVERY `LadrunoSANISAND` tag of this leg -- THE VANILLA TWIN: 1.01 kPa is vanilla `ManzariDafalias`'s own hardcoded 1.0e-2 * P_atm (ManzariDafalias.cpp:836), measured bit-identical to vanilla over 400 rows at G1, so this is vanilla's soil reached through the class that carries `-implex`.  -Pmin 0.0101 kPa
# subdivision budget: 80 failed attempts, CUMULATIVE over the whole push and never repaid on a success; ds halves on each and regrows to ds_max after 6 successes, ds_min 6.25e-06 m
# ladder strict: the sheet's KrylovNewton rung at TEN TIMES the declared tolerance is DROPPED, so no state on this curve was committed at a tolerance the leg did not declare.  `relaxed` can only be 0 or 1 here; on a full-ladder curve it can be 2
# element: the DRAINED ndf-3 `LadrunoBrick` TWIN — the same mesh, the same material and the same footing with the pressure DOF REMOVED and the buoyant unit weight applied directly as -b 0 0 -9.81 (a FORCE PER UNIT VOLUME).  `p_min_kPa` is NaN on every row BY CONSTRUCTION; the cavitation detector and the far-field pore-pressure gate are SKIPPED with a reason, and the base-reaction gate is recomputed at gamma'*V
# ring point: element tag 4047 at centroid (+1.250, +0.250, -0.250) m, Gauss point 5 of 8 at (+1.1057, +0.1057, -0.1057) m.  top element row (max centroid z), first centroid outboard of the measured footprint x_max, smallest y; Gauss point nearest small x, small y, large z.  S8g: the band is one element wide in the row that owns the free surface and its peak sits at the first element wholly outside the loaded region
# ring_clamp_fired = implexDetail[3], the p_min clamp inside the EXTRAPOLATED update on this step at that one point; ring_clamp_count = implexDetail[4], the same clamp's cumulative count; ring_ref_* = the four implexRefusals slots (total, D2 pseudo-time sign change, past -implexControl, companion hit -maxSubsteps).  THE LEDGER IS PROCESS-WIDE and the clamp census is ONE POINT: a rise in the ledger on a step where this clamp fired is evidence about this point, and a rise on a step where it did not is evidence that the refusal was somewhere else
step,time,s_m,s_over_B,Q_kN,k_norm,k_norm_firststep,Q_check_kN,Rz_base_kN,p_min_kPa,ds_m,relaxed,cum_iter,wall_s,implex_err_max,ring_clamp_fired,ring_clamp_count,ring_ref_total,ring_ref_sign_change,ring_ref_control,ring_ref_companion
28,-0.00226019404,0.00125,0.000833333333,101.034183,1.4354988,0.699713615,101.035664,6098.43418,nan,5e-05,0,63,59.198103,0.000689412881,0,0,248,0,248,0
29,-0.00231019404,0.0013,0.000866666667,104.598943,1.43013553,0.697099364,104.600415,6101.99894,nan,5e-05,0,65,61.3060746,0.000621829633,0,0,248,0,248,0
30,-0.00236019404,0.00135,0.0009,108.154295,1.42503889,0.694615079,108.155784,6105.55429,nan,5e-05,0,67,63.3906038,0.000604465904,0,0,248,0,248,0
31,-0.00241019404,0.0014,0.000933333333,111.701204,1.42018916,0.692251146,111.70269,6109.1012,nan,5e-05,0,69,65.5345542,0.000573881872,0,0,248,0,248,0
32,-0.00246019404,0.00145,0.000966666667,115.24004,1.41556816,0.689998709,115.241531,6112.64004,nan,5e-05,0,73,69.7005544,0.00051020323,0,0,316,0,316,0
33,-0.00251019404,0.0015,0.001,118.771519,1.41116005,0.687850035,118.773005,6116.17152,nan,5e-05,0,75,71.7670395,0.00049528857,0,0,316,0,316,0
34,-0.00256019404,0.00155,0.00103333333,122.29659,1.4069514,0.68579859,122.298071,6119.69659,nan,5e-05,0,77,73.8853004,0.0004515682,0,0,316,0,316,0
35,-0.00261019404,0.0016,0.00106666667,125.815155,1.40292884,0.683837851,125.816639,6123.21516,nan,5e-05,0,79,76.0552871,0.000417328048,0,0,316,0,316,0
36,-0.00266019404,0.00165,0.0011,129.327855,1.39908066,0.68196211,129.32932,6126.72786,nan,5e-05,0,81,78.169095,0.000395929544,0,0,316,0,316,0
37,-0.00271019404,0.0017,0.00113333333,132.835093,1.39539618,0.68016616,132.836565,6130.23509,nan,5e-05,0,83,80.3335879,0.000387699135,0,0,316,0,316,0
38,-0.00276019404,0.00175,0.00116666667,136.337384,1.39186585,0.678445351,136.338834,6133.73738,nan,5e-05,0,87,84.6123521,0.000368678551,0,0,368,0,368,0
39,-0.00281019404,0.0018,0.0012,139.83526,1.38848116,0.676795533,139.836713,6137.23526,nan,5e-05,0,89,86.7168214,0.000393796238,0,0,368,0,368,0
40,-0.00286019404,0.00185,0.00123333333,143.328578,1.38523354,0.675212525,143.330019,6140.72858,nan,5e-05,0,91,88.8350649,0.000360651141,0,0,368,0,368,0
41,-0.00291019404,0.0019,0.00126666667,146.818474,1.38211627,0.673693053,146.819917,6144.21847,nan,5e-05,0,93,90.9109068,0.000366261039,0,0,368,0,368,0
42,-0.00296019404,0.00195,0.0013,150.30399,1.37912138,0.672233238,150.305407,6147.70399,nan,5e-05,0,95,93.0051601,0.000346948083,0,0,368,0,368,0
43,-0.00301019404,0.002,0.00133333333,153.786225,1.37624269,0.670830062,153.787641,6151.18623,nan,5e-05,0,97,95.1778078,0.000347371677,0,0,368,0,368,0
44,-0.00306019404,0.00205,0.00136666667,157.264843,1.37347372,0.669480366,157.266243,6154.66484,nan,5e-05,0,101,99.4411399,0.000331378617,0,0,412,0,412,0
45,-0.00311019404,0.0021,0.0014,160.740557,1.37080906,0.668181515,160.741955,6158.14056,nan,5e-05,0,103,101.580422,0.000326349603,0,0,412,0,412,0
46,-0.00316019404,0.00215,0.00143333333,164.213712,1.36824379,0.666931108,164.2151,6161.61371,nan,5e-05,0,105,103.724958,0.000318027372,0,0,412,0,412,0
47,-0.00321019404,0.0022,0.00146666667,167.684334,1.36577308,0.6657268,167.685724,6165.08433,nan,5e-05,0,107,105.862792,0.000316449254,0,0,412,0,412,0
48,-0.00326019404,0.00225,0.0015,171.152761,1.3633926,0.664566464,171.154135,6168.55276,nan,5e-05,0,109,107.958871,0.000310209408,0,0,412,0,412,0
49,-0.00331019404,0.0023,0.00153333333,174.619217,1.36109826,0.663448123,174.620585,6172.01922,nan,5e-05,0,111,110.066243,0.000302168467,0,0,412,0,412,0
50,-0.00336019404,0.00235,0.00156666667,178.083902,1.35888628,0.662369923,178.085265,6175.4839,nan,5e-05,0,115,114.393323,0.000294295728,0,0,448,0,448,0
51,-0.00341019404,0.0024,0.0016,181.546346,1.3567525,0.661329845,181.547688,6178.94635,nan,5e-05,0,117,116.526785,0.000288861966,0,0,448,0,448,0
52,-0.00346019404,0.00245,0.00163333333,185.007578,1.35469383,0.660326376,185.008919,6182.40758,nan,5e-05,0,119,118.623327,0.000283499217,0,0,448,0,448,0
53,-0.00351019404,0.0025,0.00166666667,188.467056,1.35270676,0.659357803,188.468397,6185.86706,nan,5e-05,0,121,120.791397,0.000270801278,0,0,448,0,448,0
54,-0.00356019404,0.00255,0.0017,191.925409,1.35078836,0.658422708,191.926731,6189.32541,nan,5e-05,0,123,122.906616,0.000267576993,0,0,448,0,448,0
55,-0.00361019404,0.0026,0.00173333333,195.38243,1.34893564,0.657519624,195.383739,6192.78243,nan,5e-05,0,125,125.029216,0.000281703764,0,0,448,0,448,0
56,-0.00366019404,0.00265,0.00176666667,198.838377,1.34714585,0.656647219,198.839687,6196.23838,nan,5e-05,0,129,129.308972,0.000250598032,0,0,492,0,492,0
57,-0.00371019404,0.0027,0.0018,202.293289,1.34541637,0.655804209,202.294581,6199.69329,nan,5e-05,0,131,131.423085,0.000243050205,0,0,492,0,492,0
58,-0.00376019404,0.00275,0.00183333333,205.747241,1.34374469,0.65498937,205.748522,6203.14724,nan,5e-05,0,133,133.520114,0.000241379544,0,0,492,0,492,0
59,-0.00381019404,0.0028,0.00186666667,209.200607,1.3421286,0.654201632,209.201888,6206.60061,nan,5e-05,0,135,135.628175,0.00025129267,0,0,492,0,492,0
60,-0.00386019404,0.00285,0.0019,212.653404,1.34056598,0.653439951,212.654677,6210.0534,nan,5e-05,0,137,137.724693,0.000221592371,0,0,492,0,492,0
61,-0.00391019404,0.0029,0.00193333333,216.105554,1.33905466,0.652703282,216.106817,6213.50555,nan,5e-05,0,139,139.882402,0.000234106583,0,0,492,0,492,0
62,-0.00396019404,0.00295,0.00196666667,219.557334,1.33759275,0.651990693,219.558585,6216.95733,nan,5e-05,0,143,144.208925,0.000220301611,0,0,500,0,500,0
63,-0.00401019404,0.003,0.002,223.008821,1.3361784,0.65130129,223.010065,6220.40882,nan,5e-05,0,145,146.317696,0.000215168921,0,0,500,0,500,0
64,-0.00406019404,0.00305,0.00203333333,226.46034,1.33481002,0.65063429,226.461584,6223.86034,nan,5e-05,0,147,148.445898,0.000217188337,0,0,500,0,500,0
65,-0.00411019404,0.0031,0.00206666667,229.911496,1.33348579,0.649988815,229.91271,6227.3115,nan,5e-05,0,149,150.586186,0.000227945031,0,0,500,0,500,0
66,-0.00416019404,0.00315,0.0021,233.362735,1.33220422,0.64936413,233.363957,6230.76273,nan,5e-05,0,151,152.7227,0.000229229626,0,0,500,0,500,0
67,-0.00421019404,0.0032,0.00213333333,236.813892,1.33096373,0.648759471,236.815119,6234.21389,nan,5e-05,0,153,154.84328,0.000217067194,0,0,500,0,500,0
68,-0.00431019404,0.0033,0.0022,243.726654,1.32966578,0.648126806,243.729592,6241.12665,nan,0.0001,0,155,157.587785,0.000533070245,0,0,500,0,500,0
69,-0.00441019404,0.0034,0.00226666667,250.668311,1.3283396,0.647480375,250.673277,6248.06831,nan,0.0001,0,157,160.338611,0.000439104741,0,0,500,0,500,0
70,-0.00451019404,0.0035,0.00233333333,257.596677,1.32699157,0.6468233,257.60198,6254.99668,nan,0.0001,0,159,163.111336,0.000555592102,0,0,500,0,500,0
71,-0.00461019404,0.0036,0.0024,264.495635,1.32561981,0.646154652,264.500275,6261.89564,nan,0.0001,0,161,165.898861,0.000693417492,0,0,500,0,500,0
72,-0.00471019404,0.0037,0.00246666667,271.37696,1.32422822,0.645476342,271.38106,6268.77696,nan,0.0001,0,163,168.708377,0.000820023304,0,0,500,0,500,0
73,-0.00481019404,0.0038,0.00253333333,278.255481,1.32282722,0.644793443,278.25949,6275.65548,nan,0.0001,0,165,171.531249,0.000951245709,0,0,500,0,500,0
74,-0.00491019404,0.0039,0.0026,285.141532,1.3214306,0.644112683,285.145709,6282.54153,nan,0.0001,0,169,177.902478,0.00104477274,0,0,784,0,784,0
75,-0.00501019404,0.004,0.00266666667,292.039188,1.32005205,0.643440729,292.043572,6289.43919,nan,0.0001,0,171,180.699625,0.00109676818,0,0,784,0,784,0
76,-0.00511019404,0.0041,0.00273333333,298.948633,1.3187032,0.642783249,298.953186,6296.34863,nan,0.0001,0,173,183.512653,0.0011179068,0,0,784,0,784,0
77,-0.00521019404,0.0042,0.0028,305.86907,1.31739332,0.642144767,305.873602,6303.26907,nan,0.0001,0,175,186.321651,0.00111167045,0,0,784,0,784,0
78,-0.00531019404,0.0043,0.00286666667,312.798815,1.3161292,0.641528591,312.80327,6310.19881,nan,0.0001,0,177,189.13325,0.00106255516,0,0,784,0,784,0
79,-0.00541019404,0.0044,0.00293333333,319.736441,1.31491555,0.640937012,319.740781,6317.13644,nan,0.0001,0,179,191.987472,0.00101140455,0,0,784,0,784,0
80,-0.00551019404,0.0045,0.003,326.680923,1.31375541,0.64037152,326.685122,6324.08092,nan,0.0001,0,183,197.841089,0.000929065055,0,0,1052,0,1052,0
81,-0.00561019404,0.0046,0.00306666667,333.631443,1.31265053,0.639832961,333.635491,6331.03144,nan,0.0001,0,185,200.704229,0.000851746157,0,0,1052,0,1052,0
82,-0.00571019404,0.0047,0.00313333333,340.587671,1.3116017,0.639321725,340.591628,6337.98767,nan,0.0001,0,187,203.625018,0.000763746176,0,0,1052,0,1052,0
83,-0.00581019404,0.0048,0.0032,347.547795,1.31060845,0.638837577,347.55163,6344.94779,nan,0.0001,0,189,206.482723,0.000689490888,0,0,1052,0,1052,0
84,-0.00591019404,0.0049,0.00326666667,354.513044,1.30967027,0.638380275,354.516797,6351.91304,nan,0.0001,0,191,209.330013,0.000654163035,0,0,1052,0,1052,0
85,-0.00601019404,0.005,0.00333333333,361.481921,1.30878577,0.63794914,361.485649,6358.88192,nan,0.0001,0,193,212.183649,0.000629555605,0,0,1052,0,1052,0
86,-0.00611019404,0.0051,0.0034,368.455532,1.30795369,0.637543555,368.459183,6365.85553,nan,0.0001,0,197,218.082978,0.000610240052,0,0,1304,0,1304,0
87,-0.00621019404,0.0052,0.00346666667,375.433229,1.30717234,0.637162695,375.436836,6372.83323,nan,0.0001,0,199,220.927012,0.000600474456,0,0,1304,0,1304,0
88,-0.00631019404,0.0053,0.00353333333,382.415589,1.30644007,0.636805758,382.419139,6379.81559,nan,0.0001,0,201,223.819901,0.000617753231,0,0,1304,0,1304,0
89,-0.00641019404,0.0054,0.0036,389.402745,1.30575516,0.63647191,389.406257,6386.80275,nan,0.0001,0,203,226.712657,0.000631536898,0,0,1304,0,1304,0
90,-0.00651019404,0.0055,0.00366666667,396.395105,1.30511595,0.636160337,396.398564,6393.79511,nan,0.0001,0,205,229.611362,0.000647203078,0,0,1304,0,1304,0
91,-0.00661019404,0.0056,0.00373333333,403.394022,1.30452109,0.635870379,403.397477,6400.79402,nan,0.0001,0,207,232.492535,0.000665858941,0,0,1304,0,1304,0
92,-0.00671019404,0.0057,0.0038,410.398652,1.30396891,0.635601228,410.402061,6407.79865,nan,0.0001,0,211,238.452682,0.000721506904,0,0,1556,0,1556,0
93,-0.00681019404,0.0058,0.00386666667,417.409866,1.30345796,0.635352175,417.413256,6414.80987,nan,0.0001,0,213,241.32231,0.000714107931,0,0,1556,0,1556,0
94,-0.00691019404,0.0059,0.00393333333,424.428226,1.30298691,0.635122565,424.431537,6421.82823,nan,0.0001,0,215,244.234195,0.000747857727,0,0,1556,0,1556,0
95,-0.00701019404,0.006,0.004,431.45365,1.30255434,0.634911718,431.456957,6428.85365,nan,0.0001,0,217,247.126252,0.000737900319,0,0,1556,0,1556,0
96,-0.00711019404,0.0061,0.00406666667,438.486708,1.302159,0.634719013,438.489984,6435.88671,nan,0.0001,0,219,250.013556,0.00073243518,0,0,1556,0,1556,0
97,-0.00721019404,0.0062,0.00413333333,445.527841,1.30179969,0.634543874,445.531078,6442.92784,nan,0.0001,0,221,252.921461,0.000725042402,0,0,1556,0,1556,0
98,-0.00731019404,0.0063,0.0042,452.57659,1.30147512,0.634385663,452.579782,6449.97659,nan,0.0001,0,225,258.925618,0.000711862276,0,0,1800,0,1800,0
99,-0.00741019404,0.0064,0.00426666667,459.634165,1.30118424,0.634243879,459.637318,6457.03417,nan,0.0001,0,227,261.828883,0.000711391705,0,0,1800,0,1800,0
100,-0.00751019404,0.0065,0.00433333333,466.699233,1.30092573,0.634117874,466.702322,6464.09923,nan,0.0001,0,229,264.760865,0.000677929616,0,0,1800,0,1800,0
101,-0.00761019404,0.0066,0.0044,473.772354,1.30069842,0.634007072,473.775447,6471.17235,nan,0.0001,0,231,267.722907,0.000652326656,0,0,1800,0,1800,0
102,-0.00771019404,0.0067,0.00446666667,480.853548,1.30050113,0.633910908,480.85654,6478.25355,nan,0.0001,0,233,270.679914,0.000644318204,0,0,1800,0,1800,0
103,-0.00781019404,0.0068,0.00453333333,487.942658,1.30033272,0.633828818,487.945635,6485.34266,nan,0.0001,0,235,273.614303,0.000619291452,0,0,1800,0,1800,0
104,-0.00791019404,0.0069,0.0046,495.039572,1.30019203,0.633760241,495.042511,6492.43957,nan,0.0001,0,239,279.623812,0.000625821818,0,0,2028,0,2028,0
105,-0.00801019404,0.007,0.00466666667,502.144442,1.30007798,0.633704649,502.147299,6499.54444,nan,0.0001,0,241,282.538601,0.000629950422,0,0,2028,0,2028,0
106,-0.00811019404,0.0071,0.00473333333,509.256771,1.29998944,0.63366149,509.259605,6506.65677,nan,0.0001,0,243,285.466624,0.000635266712,0,0,2028,0,2028,0
