# build=c162833edc6059a2e5122e3a8e8dfb0a46a3e9f3 driver=Tries/response-curve-matrix/model/harness/drive.py cell=D-L scale=coarse date=2026-09-07 push_driver=sp-loadcontrol
# ONE ELEMENT, ONE GAUSS POINT, EVERY COMMITTED STEP.  Element tag 4047 (index 4046, material tag 1) at centroid (+1.2500, +0.2500, -0.2500) m; Gauss point 5 of 8, ONE-BASED, natural (+0.577350, -0.577350, -0.577350), physical (+1.1057, +0.1057, -0.1057) m
# how it was chosen: top element row (max centroid z), first centroid outboard of the measured footprint x_max, smallest y; Gauss point nearest small x, small y, large z.  S8g: the band is one element wide in the row that owns the free surface and its peak sits at the first element wholly outside the loaded region
# the point number is `count = 4i + 2j + k + 1` over the 2x2x2 loop of LadrunoBrick.cpp:667 with sg = -+1/sqrt(3) (LadrunoBrick.cpp:86-87), and the physical position is the trilinear map of the connectivity S0 handed to `ops.element` unpermuted, with shp3d's node corners (SRC/element/brick/shp3d.cpp:50-103).  It is COMPUTED, not assumed: apeGmsh's hex order puts nodes 0-3 on the x_min face, so the natural axes do not line up with x, y, z
# sig*/eps* are the COMMITTED 6-vectors at that Gauss point, read through `eleResponse(tag, 'material', N, 'stress'|'strain')` — `LadrunoBrick::setResponse`'s `material` branch forwards to the point's own `ManzariDafalias::setResponse`, so this is a PER-GAUSS-POINT read and NOT an element average (the element's own `stress` response returns all 8 points, 48 numbers, and is not an average either)
# THE ERROR SPLIT IS RECONSTRUCTED HERE, NOT EXPOSED BY THE MATERIAL.  `implexDetail` carries only the three RATIOS: implex_err = ||sigma~ - sigma_impl|| / den, implex_err_dev and implex_err_vol the two legs of the exact identity ||d_sigma||^2 = ||d_dev||^2 + 3(dp)^2 over the same den.  There is no slot for the numerator, for den, or for sigma~ beside sigma_impl (confirmed by the ADR 92 author, 2026-09-07).  den = ||sigma_impl||_contr + P_atm*||eps||_contr in the DOUBLED-SHEAR contravariant norm on BOTH terms (LadrunoSANISAND.cpp:1533-1555), with eps the NEW committed strain measured after the base commit (:2014) — which is exactly the sig*/eps* on this row.  So numerator = implex_err * den, offline and exact
# P_atm and p_min AS USED are in run.json's `declared.material_as_used`; nothing here retypes them
# columns absent on this build are NaN and are never inferred; available at S4: detail, refusals, stress, strain
step,s_over_B,implex_err,implex_err_dev,implex_err_vol,clamp_fired,clamp_count,implex_f,ref_total,ref_sign_change,ref_control,ref_companion,sig11,sig22,sig33,sig12,sig23,sig13,eps11,eps22,eps33,eps12,eps23,eps13
35,0.00106666667,0.000321056504715,0.00030851265112,8.88663227486e-05,0,0,1,308,0,308,0,-9.42256261296,-8.74087678283,-19.7985146744,-0.00920817542776,-0.0928179238239,2.6506023613,0.000231413783118,0.000126952292914,-0.000534453567674,1.02453380781e-08,-1.48748362236e-05,0.00201090455404
36,0.0011,0.000306109572857,0.000293679110525,8.63461095604e-05,0,0,1,308,0,308,0,-9.55037870594,-8.817449279,-20.0118316446,-0.00844782580167,-0.0940456085092,2.77755746127,0.000237511133152,0.000130915316517,-0.000546586685376,2.50298463899e-07,-1.5325684922e-05,0.00207481594453
37,0.00113333333,0.000293346057296,0.000281057217008,8.40163680413e-05,0,0,1,308,0,308,0,-9.67719359139,-8.89307250501,-20.2224325093,-0.00752649233046,-0.0951305031678,2.90383852166,0.000243541197705,0.000134860710822,-0.00055858304247,4.962995491e-07,-1.57682315339e-05,0.00213867647361
38,0.00116666667,0.000284436698754,0.000272416476541,8.18138063338e-05,0,0,1,360,0,360,0,-9.80305722925,-8.96771746263,-20.4304286475,-0.00691034086621,-0.0964230873255,3.02941890335,0.000249506952259,0.000138789354624,-0.000570448045039,7.47835584316e-07,-1.62014627214e-05,0.00220247253894
39,0.0012,0.000279836105427,0.000268348229485,7.93566231195e-05,0,0,1,360,0,360,0,-9.92803107119,-9.04153819123,-20.6360147839,-0.00611160082565,-0.0975605933167,3.1543492577,0.000255408062931,0.000142702475997,-0.00058218551563,1.0039537113e-06,-1.66280235095e-05,0.00226619570219
40,0.00123333333,0.000265843689476,0.000254289919148,7.75209923435e-05,0,0,1,360,0,360,0,-10.0522610928,-9.11465412567,-20.8395679238,-0.00536355335361,-0.0987195231153,3.27865262947,0.000261249363398,0.000146602008113,-0.000593806085569,1.26388696935e-06,-1.70481263431e-05,0.00232983330222
41,0.00126666667,0.000268299804385,0.000257569359731,7.51186392362e-05,0,0,1,360,0,360,0,-10.1758208596,-9.1871050501,-21.0412153252,-0.00473191168461,-0.0999546085057,3.40234278042,0.000267029141153,0.000150490510058,-0.000605312583721,1.52736111674e-06,-1.74628875235e-05,0.00239337568572
42,0.0013,0.000257696569644,0.000247073599758,7.32267595154e-05,0,0,1,360,0,360,0,-10.298615213,-9.25887186076,-21.2408649896,-0.00389037659536,-0.101016892262,3.52542587437,0.000272749368578,0.000154371981623,-0.000616710687075,1.79586718801e-06,-1.78719419188e-05,0.00245681722994
43,0.00133333333,0.000257858584136,0.000247896598462,7.09811656971e-05,0,0,1,360,0,360,0,-10.4207510083,-9.32999760862,-21.4387127306,-0.00315166453667,-0.102143645567,3.64791193925,0.000278410133449,0.000158247763609,-0.000628004246145,2.06750490231e-06,-1.82758388992e-05,0.00252015137826
44,0.00136666667,0.000248818685185,0.000239019539686,6.91404204895e-05,0,0,1,404,0,404,0,-10.5422037961,-9.40046018854,-21.6347477497,-0.00248548727387,-0.103317795675,3.76980510945,0.000284012997745,0.000162121051398,-0.000639198404776,2.34278621669e-06,-1.86757661239e-05,0.00258337619096
45,0.0014,0.000245040806033,0.000235630707848,6.72544878826e-05,0,0,1,404,0,404,0,-10.6630850814,-9.47040246915,-21.8292313918,-0.00168285484304,-0.104374002775,3.89116589561,0.000289558764547,0.0001659933518,-0.000650298571031,2.62063595222e-06,-1.90713897544e-05,0.00264649007331
46,0.00143333333,0.000244922461762,0.0002361860814,6.4831683832e-05,0,0,1,404,0,404,0,-10.7833130427,-9.53970904838,-22.0219538436,-0.000932800222133,-0.105462667466,4.01195970335,0.00029504601042,0.000169863887876,-0.000661301381336,2.90200896906e-06,-1.94632603209e-05,0.00270949574887
47,0.00146666667,0.000232924395573,0.000224200545674,6.31497377068e-05,0,0,1,404,0,404,0,-10.9030613906,-9.6085197521,-22.2132675352,-0.000275465322286,-0.10661281467,4.1322585142,0.000300475936875,0.000173734410251,-0.000672213504956,3.18595376793e-06,-1.98513455947e-05,0.00277240195108
48,0.0015,0.000227995748015,0.000219600835915,6.12987273799e-05,0,0,1,404,0,404,0,-11.0221457195,-9.6767094321,-22.4028217043,0.000536684611248,-0.107634414715,4.25203098393,0.0003058482246,0.000177605483175,-0.000683032712979,3.47353045753e-06,-2.02356593214e-05,0.00283521267364
49,0.00153333333,0.000225828795286,0.000217892166754,5.93434785603e-05,0,0,1,404,0,404,0,-11.1407286376,-9.74438409508,-22.5909096658,0.00129445620813,-0.10868923971,4.37132253005,0.00031116256191,0.000181476252434,-0.000693761100912,3.76315756297e-06,-2.06170999109e-05,0.00289793237488
50,0.00156666667,0.000214288825261,0.000206301508289,5.79602304129e-05,0,0,1,448,0,448,0,-11.2588287562,-9.81153833772,-22.7775735516,0.0018750070982,-0.109874431857,4.49014532038,0.000316421659663,0.000185346293332,-0.000704401702469,4.05442586542e-06,-2.09961767419e-05,0.00296056785138
51,0.0016,0.000214700153951,0.000207244068404,5.60896801375e-05,0,0,1,448,0,448,0,-11.3764008516,-9.87819642468,-22.9627228552,0.00266383968472,-0.110890493352,4.60852301049,0.000321623914767,0.000189214023809,-0.000714951417828,4.34853410525e-06,-2.1372424015e-05,0.00302312676673
52,0.00163333333,0.000206006595007,0.000198600753443,5.4739911564e-05,0,0,1,448,0,448,0,-11.4934418527,-9.94434012665,-23.146361351,0.00355991294076,-0.111808370904,4.72645736431,0.000326771319711,0.000193078712245,-0.000725411910291,4.64331654746e-06,-2.17455074407e-05,0.00308561538784
53,0.00166666667,0.000205779293819,0.000198792523807,5.31662509774e-05,0,0,1,448,0,448,0,-11.610026659,-10.0099282878,-23.3285590936,0.0040188812005,-0.113059251156,4.84393632642,0.000331864079767,0.000196938761506,-0.000735782792828,4.93889558618e-06,-2.21160075372e-05,0.00314803834565
54,0.0017,0.000205092825926,0.00019816821652,5.28434026871e-05,0,0,1,448,0,448,0,-11.7260644054,-10.0750514358,-23.5092507136,0.0049049934563,-0.113965142933,4.96101000395,0.000336903949944,0.000200793445605,-0.000746065233681,5.23643054053e-06,-2.24832258882e-05,0.00321040256305
55,0.00173333333,0.000192707089785,0.000185899063225,5.07696833273e-05,0,0,1,448,0,448,0,-11.841696742,-10.1397361446,-23.6886564939,0.00572108449287,-0.114919694309,5.07769425193,0.000341891686181,0.000204642649272,-0.000756262066654,5.53617854861e-06,-2.28478428311e-05,0.00327271059326
56,0.00176666667,0.00018909623238,0.000182511140935,4.94678535486e-05,0,0,1,484,0,484,0,-11.9569666512,-10.2040344414,-23.866882753,0.00649385413331,-0.115900737626,5.1940129422,0.000346828928417,0.000208484840688,-0.000766374744584,5.8375828898e-06,-2.32099460719e-05,0.00333496364144
57,0.0018,0.000180847530636,0.000174202661995,4.8572233747e-05,0,0,1,484,0,484,0,-12.0718580698,-10.2678991307,-24.0438970684,0.00703060026452,-0.11705895464,5.30995322628,0.000351718405354,0.000212319604529,-0.000776405483528,6.13914218529e-06,-2.3570134612e-05,0.00339716478277
58,0.00183333333,0.000179449697776,0.00017306823776,4.74297281324e-05,0,0,1,484,0,484,0,-12.1862665715,-10.3313475231,-24.2195737485,0.00789364520962,-0.117950088773,5.42551895367,0.000356560360429,0.000216147846973,-0.000786354875814,6.44302363253e-06,-2.39267574911e-05,0.00345930916122
59,0.00186666667,0.000174710545484,0.000168412674949,4.6485972291e-05,0,0,1,484,0,484,0,-12.3004249108,-10.3945112798,-24.3943322486,0.0086866354734,-0.118892119015,5.5407741019,0.000361356466184,0.000219968780154,-0.000796227647088,6.74842024078e-06,-2.42813213763e-05,0.00352139743191
60,0.0019,0.00016309362717,0.00015659105221,4.55935696274e-05,0,0,1,484,0,484,0,-12.4141637821,-10.4572738071,-24.5679093928,0.00947615994363,-0.119832647312,5.65566579661,0.000366110685351,0.000223782594519,-0.000806025819222,7.05601109359e-06,-2.46339732148e-05,0.00358342971183
61,0.00193333333,0.000164216646129,0.000158052834548,4.45691413085e-05,0,0,1,484,0,484,0,-12.5276392777,-10.5197160672,-24.7405592394,0.0100463611833,-0.120946616655,5.77023806295,0.00037082250475,0.000227589336867,-0.000815751452808,7.36669187176e-06,-2.49847203787e-05,0.00364540564342
62,0.00196666667,0.000160675249276,0.000154624684139,4.36777149675e-05,0,0,1,520,0,520,0,-12.6407265775,-10.5818370864,-24.912127401,0.0109285651576,-0.121804044635,5.88448558517,0.00037549293871,0.000231390033562,-0.000825405658302,7.68141380002e-06,-2.53310874919e-05,0.00370732118766
63,0.002,0.000160897482239,0.00015518230253,4.25023854902e-05,0,0,1,520,0,520,0,-12.7535859787,-10.643696292,-25.0828727023,0.0116772255589,-0.122762420795,5.99844031961,0.000380121933474,0.000235183972947,-0.000834990150466,7.99733743612e-06,-2.56753654709e-05,0.00376917617764
64,0.00203333333,0.000157515237156,0.000151902501087,4.16734939725e-05,0,0,1,520,0,520,0,-12.8661349886,-10.7052545158,-25.2526754942,0.0124791634218,-0.12367272557,6.11208296824,0.00038471033052,0.000238972271414,-0.000844506109547,8.31649651402e-06,-2.60160656224e-05,0.00383096761954
65,0.00206666667,0.000152389380696,0.000146803586819,4.08806830422e-05,0,0,1,520,0,520,0,-12.9783975928,-10.7664936315,-25.4215630471,0.0131215357762,-0.124709233212,6.22541358932,0.000389259266697,0.000242755021936,-0.000853955187422,8.63880296077e-06,-2.63544553915e-05,0.00389269893634
66,0.0021,0.000152991386975,0.000147694162492,3.99098841718e-05,0,0,1,520,0,520,0,-13.0903722277,-10.8274567188,-25.5895713292,0.0138209225904,-0.12569140333,6.33844718781,0.000393768813504,0.000246532912452,-0.000863338798542,8.96402919279e-06,-2.66888104837e-05,0.00395436468268
67,0.00213333333,0.000152452678493,0.000147350021176,3.91125355737e-05,0,0,1,520,0,520,0,-13.2021466909,-10.8881947656,-25.7568566897,0.0144859590181,-0.12669630449,6.45121427316,0.000398238920811,0.00025030671323,-0.000872659210871,9.29239833277e-06,-2.70193425814e-05,0.0040159635388
68,0.00216666667,0.000149548791981,0.00014460919088,3.81185400593e-05,0,0,1,556,0,556,0,-13.3136229229,-10.9486812846,-25.9232711138,0.0153410893821,-0.127541884653,6.56369935822,0.000402670400747,0.000254075829525,-0.000881915775452,9.62230953481e-06,-2.73471493966e-05,0.00407749677283
69,0.0022,0.000145100276818,0.000140156220743,3.75542823083e-05,0,0,1,556,0,556,0,-13.424884613,-11.0089175429,-26.0889303102,0.0160977190672,-0.128465033343,6.67591610911,0.000407063657373,0.00025784062965,-0.000891110338884,9.95580713642e-06,-2.76718890858e-05,0.0041389685817
70,0.00223333333,0.000143412131742,0.00013864276092,3.66773005442e-05,0,0,1,556,0,556,0,-13.5358896441,-11.0688584998,-26.2537551052,0.0166790375859,-0.129521060989,6.78784178241,0.000411418865946,0.000261601466099,-0.000900242998681,1.02905254182e-05,-2.79939354518e-05,0.00420037853996
71,0.00226666667,0.000145809037492,0.000141387234158,3.56360131238e-05,0,0,1,556,0,556,0,-13.6466958401,-11.1286551227,-26.417913636,0.0176210031,-0.130281609419,6.89955174728,0.000415735268187,0.000265358261705,-0.000909314855647,1.06271615607e-05,-2.8313109227e-05,0.00426172652979
72,0.0023,0.000138564524044,0.000134017200807,3.52067779184e-05,0,0,1,556,0,556,0,-13.7572531371,-11.188148492,-26.5812527353,0.0183468010836,-0.131213625695,7.01097517567,0.00042001385195,0.000269112151274,-0.000918326653692,1.09662900081e-05,-2.86298561325e-05,0.00432301565801
73,0.00233333333,0.000138611699261,0.000134246264654,3.4512948275e-05,0,0,1,556,0,556,0,-13.8675511183,-11.2473846927,-26.7437666228,0.0191455039825,-0.132078481716,7.12213483105,0.000424254147052,0.000272862405144,-0.000927277560686,1.13069541767e-05,-2.8943629622e-05,0.00438424700427
74,0.00236666667,0.000133853889922,0.000129543108643,3.36963922422e-05,0,0,1,600,0,600,0,-13.9776407198,-11.3064032407,-26.9055702257,0.0199552978224,-0.132933399227,7.23305557392,0.000428457629274,0.000276608336841,-0.000936169503534,1.16493835432e-05,-2.92558543974e-05,0.00444542400536
75,0.0024,0.000133405513856,0.000129229907503,3.31158894478e-05,0,0,1,600,0,600,0,-14.0876509662,-11.3652579218,-27.066866134,0.0205233535059,-0.133976341438,7.34377763978,0.000432624160764,0.000280349715122,-0.000945003937258,1.19906522912e-05,-2.95670067537e-05,0.00450654870703
