# build=c162833edc6059a2e5122e3a8e8dfb0a46a3e9f3 driver=Tries/response-curve-matrix/model/harness/drive.py cell=D-L scale=coarse date=2026-09-07 k=1.000000e-02 rate=None path=static
# push driver: sp-loadcontrol — the fork's own idiom (`Ladruno_files/testbed/hypo_bearing/bearing_backbone.py`, `sanisand_tau0_band.py`): `loadConst -time uz0` at the S4 settlement datum, a `Linear` series, `sp <platen node> 3 1.0`, and `integrator LoadControl -ds` a step on the SP platen.  PSEUDO-TIME IS THE SETTLEMENT, so `ops_Dt` is d(s) — positive, monotone, and smaller under subdivision rather than turned round — which is the clock ADR 92 D2's default `-implexDt pseudo` is correct on, and which leaves the D2 sign-change guard live as a limit-point detector.
# `time` on this curve is PSEUDO-TIME AND PSEUDO-TIME IS THE SETTLEMENT: it is a metre, it starts at the S4 datum uz0 and it walks down by ds a step, so s_m = uz0 - time exactly.  It is NOT a load factor and NOT a second.  `Q_check_kN` is the summed PLATEN reaction, not `getTime()`; `Q_kN` is the base-reaction difference and is unchanged in meaning from every other leg
# integrator: newton   ladder=strict   element=LadrunoBrick   rungs=Newton:25:x1.0|NewtonLineSearch:40:x1.0   `relaxed` is the index of the rung that carried the step
# tangent: TanType 2 -- 2 = mCep_Consistent, the CONSISTENT (algorithmic) tangent -- unsymmetric under non-associated flow, which is why `system Pardiso` at its default unsymmetric mtype 11 is the declared solver
# test: NormUnbalance declared 1e-05, absolute 5.997400e-02 -- RELATIVE to the model's own weight: 1e-05 x W_ref = 5.997400e-02 kN, with W_ref = 5997.4000 kN (gamma' * V on the ndf-3 twin + surcharge 700.0000 kN).  The same relative number is the same physical requirement on every mesh of the refinement sequence, which is the whole reason it is declared this way (ADR 90 section 1.2.2)
# stress update: IMPL-EX (`-implex` -implexControl 0.1 0.01 -maxSubsteps 20000).  Every global iteration sees a LINEAR EXTRAPOLATION from the last committed step; the true substepped return runs ONCE, at commitState, and the committed state is always the implicit one.  dt source: `pseudo` (the fork's default, ADR 92 D2)
# READ THIS BEFORE QUOTING A LIMIT POINT off this curve: it satisfies equilibrium with the EXTRAPOLATED stress, not the implicit one, so a peak, plateau or capacity here IS NOT EVIDENCE ON ITS OWN.  Confirm it on the implicit material, over the OVERLAP ONLY (two arms disagreeing past where the implicit run reaches proves nothing either way), and quote `implex_err_max` beside the verdict.  IMPL-EX is a REGULARIZER whose parameter is the STEP SIZE and which carries NO LENGTH, so no band width and no post-peak branch off this curve is mesh-independent (guide sect. 8 and What it does not do)
# implex_err_max = max |implexError| over EVERY SANISAND Gauss point at that row's commit -- a true max, not a sample, because the point about to be wrong is the one under the footing edge
# residual pressure: -Presidual 1.01 kPa on EVERY `LadrunoSANISAND` tag of this leg -- THE VANILLA TWIN: 1.01 kPa is vanilla `ManzariDafalias`'s own hardcoded 1.0e-2 * P_atm (ManzariDafalias.cpp:836), measured bit-identical to vanilla over 400 rows at G1, so this is vanilla's soil reached through the class that carries `-implex`.  -Pmin 0.0101 kPa
# subdivision budget: 80 failed attempts, CUMULATIVE over the whole push and never repaid on a success; ds halves on each and regrows to ds_max after 6 successes, ds_min 6.25e-06 m
# ladder strict: the sheet's KrylovNewton rung at TEN TIMES the declared tolerance is DROPPED, so no state on this curve was committed at a tolerance the leg did not declare.  `relaxed` can only be 0 or 1 here; on a full-ladder curve it can be 2
# element: the DRAINED ndf-3 `LadrunoBrick` TWIN — the same mesh, the same material and the same footing with the pressure DOF REMOVED and the buoyant unit weight applied directly as -b 0 0 -9.81 (a FORCE PER UNIT VOLUME).  `p_min_kPa` is NaN on every row BY CONSTRUCTION; the cavitation detector and the far-field pore-pressure gate are SKIPPED with a reason, and the base-reaction gate is recomputed at gamma'*V
# ring point: element tag 4047 at centroid (+1.250, +0.250, -0.250) m, Gauss point 5 of 8 at (+1.1057, +0.1057, -0.1057) m.  top element row (max centroid z), first centroid outboard of the measured footprint x_max, smallest y; Gauss point nearest small x, small y, large z.  S8g: the band is one element wide in the row that owns the free surface and its peak sits at the first element wholly outside the loaded region
# ring_clamp_fired = implexDetail[3], the p_min clamp inside the EXTRAPOLATED update on this step at that one point; ring_clamp_count = implexDetail[4], the same clamp's cumulative count; ring_ref_* = the four implexRefusals slots (total, D2 pseudo-time sign change, past -implexControl, companion hit -maxSubsteps).  THE LEDGER IS PROCESS-WIDE and the clamp census is ONE POINT: a rise in the ledger on a step where this clamp fired is evidence about this point, and a rise on a step where it did not is evidence that the refusal was somewhere else
step,time,s_m,s_over_B,Q_kN,k_norm,k_norm_firststep,Q_check_kN,Rz_base_kN,p_min_kPa,ds_m,relaxed,cum_iter,wall_s,implex_err_max,ring_clamp_fired,ring_clamp_count,ring_ref_total,ring_ref_sign_change,ring_ref_control,ring_ref_companion
28,-0.00236520673,0.00125,0.000833333333,80.7835582,1.13275057,0.638567454,80.7849983,6078.18356,nan,5e-05,0,63,54.7071674,0.000821176277,0,0,256,0,256,0
29,-0.00241520673,0.0013,0.000866666667,83.4604214,1.1263868,0.634979995,83.4618752,6080.86042,nan,5e-05,0,65,56.634598,0.000775552555,0,0,256,0,256,0
30,-0.00246520673,0.00135,0.0009,86.1228671,1.12029659,0.631546752,86.1243214,6083.52287,nan,5e-05,0,67,58.5789759,0.000698771217,0,0,256,0,256,0
31,-0.00251520673,0.0014,0.000933333333,88.7718253,1.11445945,0.628256171,88.7732944,6086.17183,nan,5e-05,0,69,60.5389338,0.000613454525,0,0,256,0,256,0
32,-0.00256520673,0.00145,0.000966666667,91.4079693,1.10885722,0.625098017,91.4094363,6088.80797,nan,5e-05,0,73,64.4343224,0.000520883032,0,0,308,0,308,0
33,-0.00261520673,0.0015,0.001,94.0319421,1.10347377,0.622063193,94.0334186,6091.43194,nan,5e-05,0,75,66.3754427,0.000455911212,0,0,308,0,308,0
34,-0.00266520673,0.00155,0.00103333333,96.6446846,1.09829535,0.619143953,96.6461567,6094.04468,nan,5e-05,0,77,68.3113022,0.000422092315,0,0,308,0,308,0
35,-0.00271520673,0.0016,0.00106666667,99.2470322,1.09331,0.616333555,99.2485174,6096.64703,nan,5e-05,0,79,70.2503102,0.000383654178,0,0,308,0,308,0
36,-0.00276520673,0.00165,0.0011,101.839121,1.08850604,0.613625409,101.840589,6099.23912,nan,5e-05,0,81,72.1873808,0.000372488515,0,0,308,0,308,0
37,-0.00281520673,0.0017,0.00113333333,104.421337,1.08387266,0.611013424,104.422807,6101.82134,nan,5e-05,0,83,74.1216893,0.000339255791,0,0,308,0,308,0
38,-0.00286520673,0.00175,0.00116666667,106.994323,1.07940032,0.608492223,106.995782,6104.39432,nan,5e-05,0,87,77.982666,0.000323016869,0,0,360,0,360,0
39,-0.00291520673,0.0018,0.0012,109.558429,1.07508013,0.606056796,109.55989,6106.95843,nan,5e-05,0,89,79.9583178,0.000336966822,0,0,360,0,360,0
40,-0.00296520673,0.00185,0.00123333333,112.113755,1.0709035,0.603702299,112.11519,6109.51376,nan,5e-05,0,91,81.9035389,0.000298890533,0,0,360,0,360,0
41,-0.00301520673,0.0019,0.00126666667,114.661012,1.06686304,0.601424561,114.662456,6112.06101,nan,5e-05,0,93,83.846971,0.000289966682,0,0,360,0,360,0
42,-0.00306520673,0.00195,0.0013,117.199922,1.06295107,0.599219259,117.201333,6114.59992,nan,5e-05,0,95,85.8146071,0.000277110104,0,0,360,0,360,0
43,-0.00311520673,0.002,0.00133333333,119.731185,1.05916106,0.59708271,119.732606,6117.13119,nan,5e-05,0,97,87.7927542,0.000283487335,0,0,360,0,360,0
44,-0.00316520673,0.00205,0.00136666667,122.254854,1.05548666,0.595011333,122.256244,6119.65485,nan,5e-05,0,101,91.7229393,0.00030260626,0,0,404,0,404,0
45,-0.00321520673,0.0021,0.0014,124.77089,1.05192165,0.593001627,124.772284,6122.17089,nan,5e-05,0,103,93.6766925,0.000273833159,0,0,404,0,404,0
46,-0.00326520673,0.00215,0.00143333333,127.280666,1.04846153,0.591051048,127.28204,6124.68067,nan,5e-05,0,105,95.6321008,0.000269045099,0,0,404,0,404,0
47,-0.00331520673,0.0022,0.00146666667,129.783097,1.04510063,0.589156399,129.784467,6127.1831,nan,5e-05,0,107,97.6025186,0.00026490437,0,0,404,0,404,0
48,-0.00336520673,0.00225,0.0015,132.278928,1.04183424,0.587315033,132.280268,6129.67893,nan,5e-05,0,109,99.5778308,0.00025812922,0,0,404,0,404,0
49,-0.00341520673,0.0023,0.00153333333,134.768718,1.03865832,0.585524668,134.770064,6132.16872,nan,5e-05,0,111,101.545832,0.000261172611,0,0,404,0,404,0
50,-0.00346520673,0.00235,0.00156666667,137.252529,1.03556893,0.583783076,137.253851,6134.65253,nan,5e-05,0,115,105.493408,0.000255112337,0,0,448,0,448,0
51,-0.00351520673,0.0024,0.0016,139.730566,1.03256233,0.582088165,139.731886,6137.13057,nan,5e-05,0,117,107.450967,0.000252522714,0,0,448,0,448,0
52,-0.00356520673,0.00245,0.00163333333,142.203127,1.02963515,0.580438017,142.204434,6139.60313,nan,5e-05,0,119,109.430444,0.000250931949,0,0,448,0,448,0
53,-0.00361520673,0.0025,0.00166666667,144.670457,1.02678421,0.578830851,144.671758,6142.07046,nan,5e-05,0,121,111.397646,0.000253323707,0,0,448,0,448,0
54,-0.00366520673,0.00255,0.0017,147.132562,1.02400638,0.577264904,147.133841,6144.53256,nan,5e-05,0,123,113.363609,0.000244273941,0,0,448,0,448,0
55,-0.00371520673,0.0026,0.00173333333,149.589519,1.02129867,0.575738479,149.590793,6146.98952,nan,5e-05,0,125,115.334898,0.000235951838,0,0,448,0,448,0
56,-0.00376520673,0.00265,0.00176666667,152.041781,1.01865844,0.574250097,152.043049,6149.44178,nan,5e-05,0,129,119.300101,0.000231475304,0,0,484,0,484,0
57,-0.00381520673,0.0027,0.0018,154.489141,1.01608294,0.57279821,154.490389,6151.88914,nan,5e-05,0,131,121.272736,0.000234192701,0,0,484,0,484,0
58,-0.00386520673,0.00275,0.00183333333,156.93189,1.01356971,0.571381419,156.933129,6154.33189,nan,5e-05,0,133,123.239275,0.000225747515,0,0,484,0,484,0
59,-0.00391520673,0.0028,0.00186666667,159.370147,1.01111636,0.569998391,159.371368,6156.77015,nan,5e-05,0,135,125.215206,0.000234634428,0,0,484,0,484,0
60,-0.00396520673,0.00285,0.0019,161.804026,1.00872066,0.568647859,161.805239,6159.20403,nan,5e-05,0,137,127.181679,0.000245321923,0,0,484,0,484,0
61,-0.00401520673,0.0029,0.00193333333,164.233476,1.00638037,0.567328561,164.234675,6161.63348,nan,5e-05,0,139,129.158853,0.000202628554,0,0,484,0,484,0
62,-0.00406520673,0.00295,0.00196666667,166.658601,1.00409337,0.566039304,166.65979,6164.0586,nan,5e-05,0,143,133.128267,0.000191503768,0,0,520,0,520,0
63,-0.00411520673,0.003,0.002,169.079943,1.00185789,0.564779095,169.081123,6166.47994,nan,5e-05,0,145,135.123726,0.000191156228,0,0,520,0,520,0
64,-0.00416520673,0.00305,0.00203333333,171.497033,0.999671937,0.563546805,171.498205,6168.89703,nan,5e-05,0,147,137.102017,0.000189827354,0,0,520,0,520,0
65,-0.00421520673,0.0031,0.00206666667,173.910319,0.997533805,0.562341471,173.91147,6171.31032,nan,5e-05,0,149,139.074523,0.000242973195,0,0,520,0,520,0
66,-0.00426520673,0.00315,0.0021,176.319972,0.995441902,0.5611622,176.321126,6173.71997,nan,5e-05,0,151,141.078799,0.00017468055,0,0,520,0,520,0
67,-0.00431520673,0.0032,0.00213333333,178.72577,0.993394552,0.560008044,178.726887,6176.12577,nan,5e-05,0,153,143.077046,0.00017205625,0,0,520,0,520,0
68,-0.00436520673,0.00325,0.00216666667,181.128079,0.991390299,0.558878182,181.129212,6178.52808,nan,5e-05,0,157,147.075022,0.00016824645,0,0,556,0,556,0
69,-0.00441520673,0.0033,0.0022,183.526779,0.989427652,0.557771776,183.527883,6180.92678,nan,5e-05,0,159,149.066154,0.00016552966,0,0,556,0,556,0
70,-0.00446520673,0.00335,0.00223333333,185.922152,0.987505284,0.556688076,185.923256,6183.32215,nan,5e-05,0,161,151.053299,0.000166383611,0,0,556,0,556,0
71,-0.00451520673,0.0034,0.00226666667,188.314158,0.985621871,0.555626336,188.315248,6185.71416,nan,5e-05,0,163,153.042192,0.000179317561,0,0,556,0,556,0
72,-0.00456520673,0.00345,0.0023,190.702998,0.983776203,0.554585875,190.704102,6188.103,nan,5e-05,0,165,155.021885,0.00016612523,0,0,556,0,556,0
73,-0.00461520673,0.0035,0.00233333333,193.088723,0.98196711,0.553566031,193.089783,6190.48872,nan,5e-05,0,167,157.024724,0.000183502049,0,0,556,0,556,0
74,-0.00466520673,0.00355,0.00236666667,195.471604,0.980193549,0.552566219,195.472684,6192.8716,nan,5e-05,0,171,161.039622,0.00016219837,0,0,600,0,600,0
75,-0.00471520673,0.0036,0.0024,197.851336,0.978454365,0.551585786,197.852383,6195.25134,nan,5e-05,0,173,163.027854,0.000182170565,0,0,600,0,600,0
76,-0.00476520673,0.00365,0.00243333333,200.228113,0.976748509,0.55062414,200.229161,6197.62811,nan,5e-05,0,175,165.007903,0.000173999352,0,0,600,0,600,0
77,-0.00481520673,0.0037,0.00246666667,202.60198,0.975074963,0.549680709,202.603009,6200.00198,nan,5e-05,0,177,166.992504,0.000241094022,0,0,600,0,600,0
78,-0.00486520673,0.00375,0.0025,204.973275,0.973432857,0.548755002,204.974311,6202.37328,nan,5e-05,0,179,168.998683,0.000163300089,0,0,600,0,600,0
79,-0.00491520673,0.0038,0.00253333333,207.341866,0.971821278,0.547846504,207.342884,6204.74187,nan,5e-05,0,181,171.623273,0.000154611432,0,0,600,0,600,0
80,-0.00496520673,0.00385,0.00256666667,209.708016,0.970239419,0.54695476,209.709022,6207.10802,nan,5e-05,0,185,175.645101,0.000158369126,0,0,608,0,608,0
81,-0.00501520673,0.0039,0.0026,212.071296,0.968686334,0.546079236,212.0723,6209.4713,nan,5e-05,0,187,177.637852,0.000157054626,0,0,608,0,608,0
82,-0.00506520673,0.00395,0.00263333333,214.432048,0.967161218,0.54521948,214.433035,6211.83205,nan,5e-05,0,189,179.667484,0.000179026545,0,0,608,0,608,0
83,-0.00511520673,0.004,0.00266666667,216.790166,0.965663242,0.544375023,216.791149,6214.19017,nan,5e-05,0,191,181.665616,0.000152952356,0,0,608,0,608,0
84,-0.00516520673,0.00405,0.0027,219.145891,0.964191674,0.543545454,219.146856,6216.54589,nan,5e-05,0,193,183.658993,0.000210432938,0,0,608,0,608,0
85,-0.00521520673,0.0041,0.00273333333,221.499281,0.962745808,0.542730374,221.500255,6218.89928,nan,5e-05,0,195,185.651639,0.000156301962,0,0,608,0,608,0
86,-0.00526520673,0.00415,0.00276666667,223.850064,0.96132487,0.541929346,223.850999,6221.25006,nan,5e-05,0,199,189.731534,0.000218956215,0,0,616,0,616,0
87,-0.00531520673,0.0042,0.0028,226.198333,0.95992813,0.541141959,226.199283,6223.59833,nan,5e-05,0,201,191.746054,0.000144350981,0,0,616,0,616,0
88,-0.00536520673,0.00425,0.00283333333,228.544591,0.958555024,0.540367895,228.545529,6225.94459,nan,5e-05,0,203,193.760667,0.000166400296,0,0,616,0,616,0
89,-0.00541520673,0.0043,0.00286666667,230.888503,0.957204893,0.539606784,230.889432,6228.2885,nan,5e-05,0,205,195.779813,0.000167561348,0,0,616,0,616,0
90,-0.00546520673,0.00435,0.0029,233.230264,0.955877147,0.538858291,233.231185,6230.63026,nan,5e-05,0,207,197.799097,0.000204703955,0,0,616,0,616,0
91,-0.00551520673,0.0044,0.00293333333,235.570132,0.954571276,0.53812213,235.571039,6232.97013,nan,5e-05,0,209,199.818769,0.000133258768,0,0,616,0,616,0
92,-0.00561520673,0.0045,0.003,240.251256,0.953198127,0.537348042,240.253452,6237.65126,nan,0.0001,0,211,202.431251,0.00042474933,0,0,616,0,616,0
93,-0.00571520673,0.0046,0.00306666667,244.943623,0.951770384,0.536543178,244.947504,6242.34362,nan,0.0001,0,213,205.099934,0.00025485124,0,0,616,0,616,0
94,-0.00581520673,0.0047,0.00313333333,249.620737,0.950293348,0.535710526,249.624927,6247.02074,nan,0.0001,0,215,207.767239,0.000292400914,0,0,616,0,616,0
95,-0.00591520673,0.0048,0.0032,254.271269,0.948769295,0.534851369,254.274776,6251.67127,nan,0.0001,0,217,210.43936,0.000354429097,0,0,616,0,616,0
96,-0.00601520673,0.0049,0.00326666667,258.900391,0.947201962,0.533967814,258.903271,6256.30039,nan,0.0001,0,219,213.101164,0.000421111641,0,0,616,0,616,0
97,-0.00611520673,0.005,0.00333333333,263.516735,0.945597269,0.533063197,263.519396,6260.91673,nan,0.0001,0,221,215.790272,0.000517681784,0,0,616,0,616,0
98,-0.00621520673,0.0051,0.0034,268.127414,0.943962663,0.532141718,268.130238,6265.52741,nan,0.0001,0,225,221.330304,0.000545851054,0,0,892,0,892,0
99,-0.00631520673,0.0052,0.00346666667,272.736151,0.942306035,0.531207824,272.739266,6270.13615,nan,0.0001,0,227,224.015665,0.000602666003,0,0,892,0,892,0
100,-0.00641520673,0.0053,0.00353333333,277.342775,0.940634615,0.530265592,277.346107,6274.74277,nan,0.0001,0,229,226.731729,0.000636043559,0,0,892,0,892,0
101,-0.00651520673,0.0054,0.0036,281.947175,0.938954973,0.529318724,281.950545,6279.34717,nan,0.0001,0,231,229.438834,0.00066609707,0,0,892,0,892,0
102,-0.00661520673,0.0055,0.00366666667,286.549518,0.937273083,0.52837059,286.552894,6283.94952,nan,0.0001,0,233,232.130083,0.000667730592,0,0,892,0,892,0
103,-0.00671520673,0.0056,0.00373333333,291.148217,0.935593917,0.52742399,291.151464,6288.54822,nan,0.0001,0,235,234.833151,0.000660357557,0,0,892,0,892,0
104,-0.00681520673,0.0057,0.0038,295.743344,0.933921893,0.526481418,295.74652,6293.14334,nan,0.0001,0,239,240.389198,0.000660160396,0,0,1152,0,1152,0
105,-0.00691520673,0.0058,0.00386666667,300.334362,0.932260765,0.525544987,300.337371,6297.73436,nan,0.0001,0,241,243.101614,0.000615509927,0,0,1152,0,1152,0
106,-0.00701520673,0.0059,0.00393333333,304.921011,0.930613726,0.524616499,304.923956,6302.32101,nan,0.0001,0,243,245.797773,0.000580980168,0,0,1152,0,1152,0
107,-0.00711520673,0.006,0.004,309.502786,0.928983404,0.523697434,309.505581,6306.90279,nan,0.0001,0,245,248.489031,0.000563516253,0,0,1152,0,1152,0
