# build=c162833edc6059a2e5122e3a8e8dfb0a46a3e9f3 driver=Tries/response-curve-matrix/model/harness/drive.py cell=D-L scale=coarse date=2026-09-07 push_driver=sp-loadcontrol
# ONE ELEMENT, ONE GAUSS POINT, EVERY COMMITTED STEP.  Element tag 4047 (index 4046, material tag 1) at centroid (+1.2500, +0.2500, -0.2500) m; Gauss point 5 of 8, ONE-BASED, natural (+0.577350, -0.577350, -0.577350), physical (+1.1057, +0.1057, -0.1057) m
# how it was chosen: top element row (max centroid z), first centroid outboard of the measured footprint x_max, smallest y; Gauss point nearest small x, small y, large z.  S8g: the band is one element wide in the row that owns the free surface and its peak sits at the first element wholly outside the loaded region
# the point number is `count = 4i + 2j + k + 1` over the 2x2x2 loop of LadrunoBrick.cpp:667 with sg = -+1/sqrt(3) (LadrunoBrick.cpp:86-87), and the physical position is the trilinear map of the connectivity S0 handed to `ops.element` unpermuted, with shp3d's node corners (SRC/element/brick/shp3d.cpp:50-103).  It is COMPUTED, not assumed: apeGmsh's hex order puts nodes 0-3 on the x_min face, so the natural axes do not line up with x, y, z
# sig*/eps* are the COMMITTED 6-vectors at that Gauss point, read through `eleResponse(tag, 'material', N, 'stress'|'strain')` — `LadrunoBrick::setResponse`'s `material` branch forwards to the point's own `ManzariDafalias::setResponse`, so this is a PER-GAUSS-POINT read and NOT an element average (the element's own `stress` response returns all 8 points, 48 numbers, and is not an average either)
# THE ERROR SPLIT IS RECONSTRUCTED HERE, NOT EXPOSED BY THE MATERIAL.  `implexDetail` carries only the three RATIOS: implex_err = ||sigma~ - sigma_impl|| / den, implex_err_dev and implex_err_vol the two legs of the exact identity ||d_sigma||^2 = ||d_dev||^2 + 3(dp)^2 over the same den.  There is no slot for the numerator, for den, or for sigma~ beside sigma_impl (confirmed by the ADR 92 author, 2026-09-07).  den = ||sigma_impl||_contr + P_atm*||eps||_contr in the DOUBLED-SHEAR contravariant norm on BOTH terms (LadrunoSANISAND.cpp:1533-1555), with eps the NEW committed strain measured after the base commit (:2014) — which is exactly the sig*/eps* on this row.  So numerator = implex_err * den, offline and exact
# P_atm and p_min AS USED are in run.json's `declared.material_as_used`; nothing here retypes them
# THE INTERNAL STATE IS ON THE ROW TOO (S23).  `substeps` is `LadrunoSANISAND`'s own (`substeps`/`substepsME`, 2 slots: the ModifiedEuler substep count of the LAST return at this point, and whether it hit `-maxSubsteps`).  The rest is the packed `state` response of `ManzariDafalias::getState()` (ManzariDafalias.cpp:951-960), 26 slots, unpacked here as epsE_1..6 (elastic strain), alpha_1..6 (back-stress ratio), z_1..6 (fabric), alpha_in_1..6 (the ratio at the last reversal, COMMITTED) and e_void, dgamma.  THE VOID RATIO HAS NO RESPONSE OF ITS OWN — `voidRatio` is a PARAMETER, not a response — so `state` is the only route to it; where `state` is absent, e_void is NaN and is recoverable offline from e_init and the volumetric strain, both of which are on this row and in run.json
# columns absent on this build are NaN and are never inferred; available at S4: detail, refusals, stress, strain, substeps, state
step,s_over_B,implex_err,implex_err_dev,implex_err_vol,clamp_fired,clamp_count,implex_f,ref_total,ref_sign_change,ref_control,ref_companion,sig11,sig22,sig33,sig12,sig23,sig13,eps11,eps22,eps33,eps12,eps23,eps13,substeps,substep_cap_hit,epsE_1,epsE_2,epsE_3,epsE_4,epsE_5,epsE_6,alpha_1,alpha_2,alpha_3,alpha_4,alpha_5,alpha_6,z_1,z_2,z_3,z_4,z_5,z_6,alpha_in_1,alpha_in_2,alpha_in_3,alpha_in_4,alpha_in_5,alpha_in_6,e_void,dgamma
330,0.0175755208,0.000113170978529,0.000112441268539,1.28308811313e-05,0,0,0.0312500000001,253,0,253,0,-284.464385975,-100.060949987,-315.408351065,0.388883627985,-2.22594331087,271.272902355,-0.000429143791969,0.00169482941944,-0.00201541204504,-7.73593537907e-06,-0.00015048835514,0.018976043362,1,0,0.000670371066831,-0.000412930460924,0.00101211538671,-5.96732055736e-06,2.87118690229e-05,-0.00336398947516,0.216430699062,-0.567343335198,0.350912636135,-0.00182228771331,0.00952624326509,-1.15534567972,-0.718521215026,1.64316553987,-0.924644324848,0.0073097207134,-0.0230858352371,3.55959172566,-0.0771169978604,-0.461463064056,0.538580061916,-0.00272942469184,0.00754164047752,-0.790500175078,0.625880120146,3.61178272711e-07
331,0.0175757812,8.04119860402e-05,7.98535268737e-05,9.46053617719e-06,0,0,0.499999999998,255,0,255,0,-284.448638255,-100.043169471,-315.411461973,0.389184928942,-2.21857871083,271.26264583,-0.000429247901392,0.00169494184846,-0.00201536850288,-7.76527516535e-06,-0.000150441060288,0.0189764023468,1,0,0.000670340024285,-0.000412968928735,0.00101215322974,-5.96952170269e-06,2.86580671526e-05,-0.00336391454642,0.216452607594,-0.567345562511,0.350892954917,-0.00181970894367,0.00952523066734,-1.15534387626,-0.718631358605,1.64322112252,-0.924589763917,0.00729868253106,-0.0230823302946,3.55967278012,-0.0771169978604,-0.461463064056,0.538580061916,-0.00272942469184,0.00754164047752,-0.790500175078,0.62588020453,3.47928572895e-07
332,0.0175760417,3.43407941148e-05,3.43380318263e-05,4.35557957361e-07,0,0,1,255,0,255,0,-284.72114686,-100.188597882,-315.60979658,0.270748699618,-2.11507167536,271.464961329,-0.000429853608944,0.00169500187915,-0.00201544470165,-8.68906428082e-06,-0.000149607379035,0.0189783241542,1,0,0.000670798942787,-0.000412974210642,0.00101234120437,-5.10427049092e-06,2.79018831e-05,-0.0033653925885,0.21647650908,-0.567345030676,0.350868521596,-0.00181138518491,0.00951864965289,-1.1553401108,-0.718739834931,1.64326476132,-0.924524926392,0.00726745780977,-0.0230585921374,3.55974555333,-0.0771169978604,-0.461463064056,0.538580061916,-0.00272942469184,0.00754164047752,-0.790500175078,0.625879192676,4.78403665328e-07
333,0.0175763021,0.000372436576928,0.000370395334329,3.89396987901e-05,0,0,1,255,0,255,0,-284.862039499,-100.253741474,-315.798696926,0.265771126852,-2.13965080379,271.64183484,-0.000430433747891,0.00169522305844,-0.00201543597303,-9.02516163392e-06,-0.000149616961669,0.0189810191736,1,0,0.000670969704088,-0.000413080024839,0.00101268725178,-5.06792218743e-06,2.80813701033e-05,-0.00336668419233,0.216545449985,-0.567338440397,0.350792990412,-0.00177664583507,0.00949739104718,-1.1553295572,-0.719057673764,1.64337891877,-0.924321245002,0.00713091445959,-0.0229786153608,3.55997655899,-0.0771169978604,-0.461463064056,0.538580061916,-0.00272942469184,0.00754164047752,-0.790500175078,0.625878622815,1.14393481283e-06
334,0.0175765625,4.46557880161e-05,4.45880383012e-05,2.45891109891e-06,0,0,1,255,0,255,0,-284.878355651,-100.271387028,-315.774313998,0.242357845216,-2.09987160356,271.634687109,-0.000430870186969,0.00169526511057,-0.00201499337805,-9.43857196022e-06,-0.000149057027203,0.0189823160186,1,0,0.000671020928024,-0.000413023948348,0.00101258991679,-4.89699685665e-06,2.77909677128e-05,-0.00336663201134,0.216609522413,-0.567330381555,0.350720859142,-0.00174318010136,0.00947195664134,-1.15531982261,-0.719354754191,1.64348234973,-0.924127595536,0.00699999364208,-0.0228819034642,3.56019944426,-0.0771169978604,-0.461463064056,0.538580061916,-0.00272942469184,0.00754164047752,-0.790500175078,0.625878701255,1.09524056941e-06
335,0.0175768229,6.20858406755e-05,6.19759496116e-05,3.69232746646e-06,0,0,1,255,0,255,0,-284.840990529,-100.218246932,-315.753032726,0.280872256215,-2.11688569036,271.604919077,-0.00043118274359,0.00169549881871,-0.00201474394669,-9.35441376676e-06,-0.000148930331095,0.0189833225855,1,0,0.000670981786175,-0.000413120671282,0.00101260948347,-5.17816391217e-06,2.79151757835e-05,-0.00336641469555,0.216667118559,-0.567327503823,0.350660385264,-0.00171573959973,0.00944970218407,-1.15531253018,-0.719627952707,1.64359614818,-0.923968195468,0.00689083323049,-0.022795280184,3.56041144818,-0.0771169978604,-0.461463064056,0.538580061916,-0.00272942469184,0.00754164047752,-0.790500175078,0.62587897881,9.93020421088e-07
336,0.0175770833,0.000469975302934,0.000467198564681,5.10126114584e-05,0,0,1,255,0,255,0,-284.84317062,-100.25308484,-315.769598916,0.293511862841,-2.11132301574,271.639790844,-0.00043114722673,0.00169541926085,-0.0020147551067,-9.26338591449e-06,-0.000148887214161,0.0189835895944,1,0,0.000670943126182,-0.000413040115709,0.00101262333914,-5.27044429011e-06,2.78745633079e-05,-0.00336666929048,0.216667643007,-0.567327460338,0.350659817331,-0.0017155265755,0.0094494988428,-1.15531248555,-0.719630599524,1.64359724025,-0.923966640725,0.00688993659421,-0.0227944448677,3.56041373206,-0.0771169978604,-0.461463064056,0.538580061916,-0.00272942469184,0.00754164047752,-0.790500175078,0.625878888993,1.30097040346e-08
337,0.0175776042,9.38415267228e-06,9.32582982487e-06,1.04461450036e-06,0,0,2.00000000001,255,0,255,0,-284.889525797,-100.340972357,-315.880044548,0.28823925788,-2.127939105,271.630305898,-0.000431103566347,0.0016953113155,-0.00201494539606,-9.30187915188e-06,-0.000149008521764,0.0189835203485,0,0,0.000670899465799,-0.000412932170362,0.0010128136285,-5.23195105272e-06,2.79958709107e-05,-0.00336660004458,0.216667643007,-0.567327460338,0.350659817331,-0.0017155265755,0.0094494988428,-1.15531248555,-0.719630599524,1.64359724025,-0.923966640725,0.00688993659421,-0.0227944448677,3.56041373206,0.216667643007,-0.567327460338,0.350659817331,-0.0017155265755,0.0094494988428,-1.15531248555,0.625878474775,0
338,0.017578125,0,0,0,0,0,1,255,0,255,0,-284.921669352,-100.350789454,-315.935704454,0.28994641634,-2.12893142318,271.678569823,-0.000431135967754,0.00169536039826,-0.00201506362435,-9.28941802722e-06,-0.000149015765028,0.0189838726432,0,0,0.000670931867206,-0.000412981253123,0.00101293185679,-5.24441217738e-06,2.80031141754e-05,-0.00336695233922,0.216667643007,-0.567327460338,0.350659817331,-0.0017155265755,0.0094494988428,-1.15531248555,-0.719630599524,1.64359724025,-0.923966640725,0.00688993659421,-0.0227944448677,3.56041373206,0.216667643007,-0.567327460338,0.350659817331,-0.0017155265755,0.0094494988428,-1.15531248555,0.625878309548,0
339,0.0175786458,0,0,0,0,0,1,255,0,255,0,-284.963227068,-100.359241564,-315.992219911,0.292515403456,-2.13369456497,271.726535397,-0.000431194978149,0.00169542220394,-0.00201517722174,-9.27066743022e-06,-0.000149050530385,0.0189842227357,0,0,0.000670990877601,-0.000413043058805,0.00101304545418,-5.26316277438e-06,2.80378795316e-05,-0.00336730243173,0.216667643007,-0.567327460338,0.350659817331,-0.0017155265755,0.0094494988428,-1.15531248555,-0.719630599524,1.64359724025,-0.923966640725,0.00688993659421,-0.0227944448677,3.56041373206,0.216667643007,-0.567327460338,0.350659817331,-0.0017155265755,0.0094494988428,-1.15531248555,0.625878129262,0
340,0.0175789062,0,0,0,0,0,0.499999999998,257,0,257,0,-284.984592314,-100.36970182,-316.019949854,0.293218931013,-2.13363093754,271.75430717,-0.000431221148133,0.00169543582777,-0.00201522661738,-9.26553289307e-06,-0.000149050066014,0.0189844254217,0,0,0.000671017047585,-0.000413056682627,0.00101309484982,-5.26829731153e-06,2.80374151612e-05,-0.00336750511775,0.216667643007,-0.567327460338,0.350659817331,-0.0017155265755,0.0094494988428,-1.15531248555,-0.719630599524,1.64359724025,-0.923966640725,0.00688993659421,-0.0227944448677,3.56041373206,0.216667643007,-0.567327460338,0.350659817331,-0.0017155265755,0.0094494988428,-1.15531248555,0.625878028476,0
341,0.0175791667,0,0,0,0,0,1,257,0,257,0,-284.95563881,-100.41248221,-316.139807623,0.293698627944,-2.12648334576,271.798306455,-0.000430999238138,0.00169539598205,-0.00201554771708,-9.26203208188e-06,-0.000148997903143,0.0189847465269,0,0,0.00067079513759,-0.000413016836912,0.00101341594952,-5.27179812272e-06,2.79852522898e-05,-0.00336782622297,0.216667643007,-0.567327460338,0.350659817331,-0.0017155265755,0.0094494988428,-1.15531248555,-0.719630599524,1.64359724025,-0.923966640725,0.00688993659421,-0.0227944448677,3.56041373206,0.216667643007,-0.567327460338,0.350659817331,-0.0017155265755,0.0094494988428,-1.15531248555,0.625877802252,0
342,0.0175794271,0,0,0,0,0,1,257,0,257,0,-284.962119294,-100.459060497,-316.202419597,0.284961663183,-2.12904421385,271.82841689,-0.000430922299308,0.00169532661865,-0.00201567558154,-9.32578806504e-06,-0.000149016590487,0.0189849662509,0,0,0.00067071819876,-0.000412947473514,0.00101354381398,-5.20804213956e-06,2.80039396335e-05,-0.00336804594692,0.216667643007,-0.567327460338,0.350659817331,-0.0017155265755,0.0094494988428,-1.15531248555,-0.719630599524,1.64359724025,-0.923966640725,0.00688993659421,-0.0227944448677,3.56041373206,0.216667643007,-0.567327460338,0.350659817331,-0.0017155265755,0.0094494988428,-1.15531248555,0.625877606529,0
343,0.0175796875,0,0,0,0,0,1,257,0,257,0,-285.346694429,-100.598907563,-316.676620779,0.150777188032,-2.10744964803,272.323093163,-0.000431457056947,0.0016956847107,-0.00201653732492,-1.03048875742e-05,-0.000148859022118,0.0189885757392,0,0,0.000671252956399,-0.00041330556556,0.00101440555736,-4.22894263039e-06,2.78463712652e-05,-0.00337165543525,0.216667643007,-0.567327460338,0.350659817331,-0.0017155265755,0.0094494988428,-1.15531248555,-0.719630599524,1.64359724025,-0.923966640725,0.00688993659421,-0.0227944448677,3.56041373206,0.216667643007,-0.567327460338,0.350659817331,-0.0017155265755,0.0094494988428,-1.15531248555,0.625875916934,0
344,0.0175799479,0.00227955071035,0.00178665691231,0.00141570071652,0,0,1,257,0,257,0,-285.856125881,-101.24900992,-317.196748006,-0.0617838994528,-2.14939606142,273.094098473,-0.000431133995041,0.00169649506042,-0.00201791961589,-9.14038796551e-06,-0.000150742219852,0.0189976841483,1,0,0.000671650787811,-0.000412394884572,0.00101484238279,-2.67905762148e-06,2.81522227174e-05,-0.00337727720537,0.216990677646,-0.564993825578,0.348003147932,0.00188593994109,0.00825574677277,-1.15660346503,-0.719630599676,1.6435972403,-0.923966640626,0.00688993627002,-0.0227944447231,3.56041373248,0.216667643007,-0.567327460338,0.350659817331,-0.0017155265755,0.0094494988428,-1.15531248555,0.625875511982,0
345,0.0175802083,0.00154687228881,0.00151575603805,0.00030870294943,0,0,1,257,0,257,0,-285.493842491,-101.230620781,-317.08745564,0.0590057637276,-2.3419415758,273.18334738,-0.000430204409647,0.00169704805598,-0.00201772306055,-9.09418339148e-06,-0.000151867748671,0.0190015624251,1,0,0.000670756785166,-0.000412036634015,0.00101486961921,-3.55874224426e-06,2.95544894655e-05,-0.00337792718559,0.215351107816,-0.565446321808,0.350095213992,-0.0013111382509,0.0102743881689,-1.15686458604,-0.719623827061,1.64360661753,-0.923982790467,0.00691014039439,-0.0228050363846,3.56041974206,0.216667643007,-0.567327460338,0.350659817331,-0.0017155265755,0.0094494988428,-1.15531248555,0.625878244105,1.70215604137e-07
